genes	slow-kidney	slow-kidney.1	slow-kidney.2	slow-kidney.3	slow-kidney.4	slow-kidney.5	slow-kidney.6	slow-kidney.7	slow-kidney.8	slow-kidney.9	slow-kidney.10	slow-kidney.11
ERCC8	3.09237099326299	4.20459175830692	3.36398986470076	8.40342410769886	3.82833747816957	5.78021008979726	10.4654592743073	6.43150405243862	4.1447336585215	4.88034294579593	6.19630239684228	5.6798399069295
ADARB1	18.1419098271429	23.6508286404764	16.8199493235038	18.6075819527618	15.3133499126783	26.0109454040877	27.7875987628159	25.0114046483724	16.578934634086	18.3012860467347	20.6543413228076	18.814469691704
DOCK2	3.71084519191559	2.10229587915346	3.64432235342582	2.40097831648539	1.57637425571688	9.39284139592055	3.06746220109006	2.62024239173425	0.888157212540322	0.732051441869389	3.83580624566427	2.12993996509856
LOC112530599	0	0.525573969788365	0	0	0	0	0	0	0	0	0.590124037794503	0
GPR137B	7.00937425139611	9.46033145619057	8.40997466175189	4.80195663297078	7.20628231184861	11.5604201795945	11.1872150863285	9.76635800555494	7.10525770032257	7.56453156598369	7.08148845353403	9.22973984876044
LOC101748987	0.824632264870131	0.262786984894182	0.560664977450126	0.300122289560673	0.450392644490538	4.33515756734795	0.721755812021191	0.952815415176092	0.592104808360214	0.244017147289796	1.47531009448626	0.709979988366187
LOC121108744	3.29852905948052	0.788360954682547	0	0.300122289560673	0	0	0	0	1.77631442508064	0	0	0
TRHDE	1.85542259595779	1.57672190936509	2.52299239852557	1.20048915824269	1.57637425571688	0	3.60877906010596	3.33485395311632	1.77631442508064	3.90427435663674	2.06543413228076	3.54989994183094
ARMC1	45.5609326340747	46.5132963262703	66.9994648052901	29.7121066665067	44.1384791600727	65.0273635102192	49.2598341704463	75.7488255064993	81.7104635537096	43.191035070294	64.6185821384981	42.5987993019712
GGPS1	14.6372227014448	16.8183670332277	12.6149619926278	7.20293494945616	6.98108598960334	9.39284139592055	29.0506714338529	11.4337849821131	11.2499913588441	12.4448745117796	15.9333490204516	7.45478987784497
PTPRC	15.87417109875	11.8254143202382	11.2132995490025	13.5055030302303	9.68344185654657	34.6812605387836	23.0961859846781	14.5304350814354	7.69736250868279	13.4209431009388	25.6703956440609	12.7796397905914
CYTIP	4.12316132435065	2.10229587915346	15.1379543911534	11.1045247137449	14.6377609459425	23.8433666204137	8.480630791249	7.38431946761471	8.88157212540322	6.10042868224491	16.8185350771433	8.16476986621116
SORCS2	0.412316132435065	0.262786984894182	0.280332488725063	0.300122289560673	0	0	0.180438953005298	0.238203853794023	0.296052404180107	0.488034294579593	0.885186056691754	0
ABCC5	57.9304166071267	59.6526455709794	59.1501551209883	45.3184657236617	64.8565408066375	67.1949422938932	49.9815899824675	76.9398447754694	77.269677491008	58.5641153495511	89.1087297069699	59.2833290285767
LOC100859848	3.71084519191559	7.88360954682547	3.64432235342582	2.10085602692471	2.70235586694323	11.5604201795945	3.96965696611655	6.43150405243862	5.32894327524193	6.5884629768245	5.01605432125327	5.32484991274641
FAM105A	18.3480678933604	18.6578759274869	26.0709214514309	18.9077042423224	14.8629572681878	27.455997926537	17.5025784415139	23.8203853794023	25.1644543553091	14.6410288373878	21.8345893983966	18.1044897033378
C12orf45	23.0897034163637	26.5414854743124	24.1085940303554	23.1094162961719	26.1227733804512	26.0109454040877	29.5919882928688	25.2496085021664	26.0526115678494	26.5978690545878	31.5716360220059	31.2391194881122
FAM183A	4.32931939056819	0.262786984894182	1.96232742107544	0.300122289560673	0	0	1.08263371803179	0.476407707588046	0.296052404180107	0.488034294579593	0	0
