,K1_ink,K1,K2_ink,K2,K3_ink,K3,O1_ink,O1,O2_ink,O2,O3_ink,O3
EP10_001250,573,849,1009,1207,709,745,744,710,1344,897,630,963
EP10_001251,1318,1358,3010,2923,2497,1747,2177,1278,3633,1928,1901,2234
EP10_001252,471,430,520,741,727,761,1213,564,1173,571,832,1057
EP10_001253,503,423,481,727,746,664,1023,559,1010,434,843,919
EP10_001254,270,226,264,318,354,357,421,258,353,258,336,400
EP10_001255,308,218,371,339,429,292,469,257,459,255,472,455
EP10_001256,106,116,128,121,145,199,167,147,190,124,154,238
EP10_001257,606,496,787,899,974,913,1027,559,1203,509,983,912
EP10_001258,1441,1125,2025,2366,2071,2467,2476,1491,2978,1418,2307,2491
EP10_001259,1048,850,1321,1565,1455,1522,1559,1048,1876,881,1368,1520
EP10_001260,401,375,668,789,621,922,845,455,936,449,740,828
EP10_001261,1066,1002,1569,1929,1742,1863,1777,1069,2039,985,1667,1756
EP10_001262,932,771,1093,1512,1207,1497,1477,899,1673,735,1575,1409
EP10_001263,772,867,1345,1551,1302,1775,1905,912,1913,976,1604,1595
EP10_001264,1454,1231,1041,1675,1829,1675,1765,1158,2240,1175,1882,2313
EP10_001265,1963,1643,1245,2128,2139,2494,2341,1540,2698,1058,2549,2686
EP10_001266,1504,1189,964,1686,1525,1699,1582,1066,2251,834,1937,1795
EP10_001267,1444,1166,979,1539,1417,1503,1710,983,2214,769,2018,1869
EP10_001268,94,120,90,138,106,213,104,104,127,98,109,226
EP10_001269,410,486,301,558,403,670,478,386,526,254,432,689
EP10_001270,166,141,114,197,185,213,188,112,172,79,180,249
EP10_001271,59,39,56,84,66,82,41,57,61,49,77,96
EP10_001272,11,17,3,8,8,5,9,8,4,8,11,8
EP10_001273,77,129,78,169,57,162,68,153,76,118,54,219
EP10_001274,117,114,147,171,148,109,192,114,160,119,158,217
EP10_001275,52,73,77,93,56,62,55,58,80,82,46,87
EP10_001276,125,308,405,165,381,435,338,258,428,212,199,401
EP10_001277,272,313,556,393,517,356,527,258,514,340,497,532
EP10_001278,2149,1674,1979,2302,3428,2245,5846,1245,3805,1344,3342,3171
EP10_001279,187,211,416,354,278,272,272,195,327,181,225,285
EP10_001280,229,227,489,417,335,283,282,208,364,216,225,320
EP10_001281,48,57,113,104,88,74,87,49,103,43,57,93
EP10_001282,2500,2817,4803,5233,5125,4795,6215,2613,6541,3043,4462,5715
EP10_001283,310,249,589,416,494,504,711,229,514,256,368,521
EP10_001284,5768,3078,8322,4675,8011,2926,5462,2703,4538,5950,4395,6266
EP10_001285,7072,3357,8490,5372,8610,4863,5711,2795,2413,2469,4467,5439
EP10_001286,18344,9993,22742,14576,25704,13496,15896,8102,7673,8772,11617,17203
EP10_001287,2169,2667,4240,4070,3702,4619,3763,2472,3753,2511,2762,4837
EP10_001288,3475,4096,5611,6335,4817,6432,5025,3735,5533,3221,3548,6683
EP10_001289,2664,2741,4529,4642,3961,4404,3972,2550,4758,2349,3265,4447
EP10_001290,2355,2573,5062,4575,4647,5307,5301,2586,6127,2995,3461,5764
EP10_001291,391,439,637,603,722,683,868,412,899,325,652,613
EP10_001292,23,18,17,25,19,15,27,15,19,15,15,18
EP10_001293,5525,6512,7231,8500,7571,5229,6941,5401,13434,4852,9380,7773
EP10_001294,6134,11508,15065,14719,14032,12620,14374,9697,28731,11712,18703,18069
EP10_001295,11,10,7,8,6,4,10,7,3,5,6,5
EP10_001296,95,97,73,100,76,38,76,82,60,48,67,94
EP10_001297,2501,2037,5297,4108,3758,3063,3343,2409,6119,2910,3317,3329
EP10_001298,4603,3568,9490,8743,6926,6278,6132,4487,10864,5198,5851,6171
EP10_001299,1422,1074,2508,2622,1848,1613,1642,1193,2869,1349,1646,1501
EP10_001300,266,266,650,672,426,573,435,332,815,446,444,496
EP10_001301,573,363,1049,997,868,738,657,517,1333,651,621,658
EP10_001302,1911,1303,3391,3220,2333,2343,2175,1797,5000,2042,2111,2078
EP10_001303,403,232,632,553,468,344,330,318,842,311,337,330
EP10_001304,952,683,1673,1626,1176,1232,1117,1019,2650,1011,1148,1144
EP10_001305,1858,1512,2678,2643,2608,1648,2039,1501,3381,1675,1865,2107
EP10_001306,883,1024,1924,1678,1762,1338,1576,1005,2633,1338,1295,1629
EP10_001307,3144,4053,4711,6165,6093,6560,8288,4432,7360,3769,6136,6662
EP10_001308,3396,3672,4848,4977,4636,4668,5672,4813,7093,4505,4751,5358
EP10_001309,196,126,206,204,246,190,387,123,131,114,199,220
EP10_001310,3739,3155,2148,3172,3685,2996,4170,2272,3724,1153,4081,3120
EP10_001311,999,914,1144,1417,1358,1383,1780,840,1484,728,1333,1353
EP10_001312,1182,1260,1625,1986,1783,2019,2682,1192,2171,1081,1847,2114
EP10_001313,998,985,2907,2119,1729,1055,1073,1070,3152,1661,1055,1580
EP10_001314,10,8,7,13,9,5,10,7,9,9,9,6
EP10_001315,2723,1791,3071,3730,4183,3164,4292,1703,3245,1695,3056,3501
EP10_001316,1836,1354,2112,2605,2738,2342,3039,1207,2393,1236,1783,2417
EP10_001317,3,2,6,4,1,2,2,1,0,2,1,6
EP10_001318,1758,1710,2110,3145,2268,2314,2071,2067,2984,1750,1691,2746
EP10_001319,752,908,1920,1733,1551,1328,1181,925,1865,1015,970,1600
EP10_001320,503,594,1425,1211,1072,849,856,545,1352,678,691,1012
EP10_001321,360,417,979,893,752,592,648,381,1015,466,492,772
EP10_001322,139,192,449,557,305,433,412,207,478,286,237,461
EP10_001323,19,13,31,30,20,20,31,12,28,12,23,22
EP10_001324,1761,1825,4343,3635,4102,2404,2854,1644,3898,2227,2533,2834
EP10_001325,5,7,6,10,3,4,3,3,3,2,5,4
EP10_001326,83,107,106,166,112,103,177,139,95,217,125,175
EP10_001327,28,33,37,53,26,25,48,51,21,65,19,53
EP10_001328,28,25,30,43,24,27,47,50,33,58,25,49
EP10_001329,875,665,1204,1354,1536,942,1491,866,1547,922,1076,1405
EP10_001330,8,8,5,7,8,2,5,3,1,5,3,7
EP10_001331,42952,36422,59132,45798,64240,23095,37890,28545,65710,28971,38150,35987
EP10_001332,97,97,206,169,125,129,132,91,119,85,69,146
EP10_001333,4354,3252,7485,7786,6367,5246,5426,4063,8651,4219,4850,5654
EP10_001334,403,503,892,929,699,743,751,590,1096,689,491,812
EP10_001335,122,133,239,314,268,240,307,200,527,223,214,329
EP10_001336,78,107,180,202,218,200,235,127,338,189,166,258
EP10_001337,731,855,714,809,1098,1114,1285,642,1370,568,827,1018
EP10_001338,222,247,224,332,242,339,417,273,335,242,322,460
EP10_001339,27,58,52,67,62,100,90,59,90,59,66,120
EP10_001340,219,267,294,331,343,389,507,268,373,277,285,461
EP10_001341,8,5,10,10,10,7,5,15,13,8,10,12
EP10_001342,11,7,10,15,20,16,26,9,16,13,9,18
EP10_001343,979,322,422,643,669,302,820,330,534,239,862,464
EP10_001344,1571,1107,1684,1757,2480,1316,2814,1036,1878,1243,2561,1807
EP10_001345,317,258,402,382,495,369,707,235,382,203,422,372
EP10_001346,714,890,524,482,1176,863,1067,708,725,330,655,862
EP10_001347,761,682,1236,1402,1409,1033,1414,792,1587,874,1587,1377
EP10_001348,894,876,1118,1667,1065,1287,1378,998,1656,795,1520,1428
EP10_001349,2262,1934,2147,2206,2868,2301,3027,1729,2841,1347,2210,2322
EP10_001350,573,41,20,69,199,37,21,36,22,74,314,46
EP10_001351,297,426,184,570,305,549,306,780,325,497,395,702
EP10_001352,32,84,51,137,44,155,55,186,62,175,42,238
EP10_001353,15,28,10,26,13,26,18,39,10,40,12,49
EP10_001354,25,31,26,34,13,26,14,50,23,37,11,53
EP10_001355,26,24,19,65,16,28,12,53,23,43,26,66
EP10_001356,55,58,42,81,35,26,28,72,51,72,23,91
EP10_001357,40,65,50,86,53,22,43,73,50,65,42,94
EP10_001358,9,15,21,32,23,17,18,15,16,13,20,34
EP10_001359,30,24,25,22,21,14,21,28,19,24,18,23
EP10_001360,27,41,32,35,25,18,23,28,27,24,33,34
EP10_001361,1591,1445,2354,2911,2104,3348,2582,2036,3533,2161,2455,3004
EP10_001362,1783,1656,3115,3528,2529,4497,3278,2460,4574,2487,2725,3675
EP10_001363,2745,2273,4324,4575,3949,5425,4810,3281,6033,3070,4025,4932
EP10_001364,137,136,177,198,244,236,271,131,194,94,234,238
EP10_001365,564,609,824,855,1067,982,1276,581,938,570,1004,1054
EP10_001366,687,593,495,508,928,459,1044,448,784,425,806,692
EP10_001367,1638,1930,4588,3673,3685,2698,2650,1577,5766,2625,2329,3002
EP10_001368,13017,10533,20357,22760,19843,25142,19246,10114,17679,9644,17572,19363
EP10_001369,81,102,116,109,81,125,131,92,68,61,69,88
EP10_001370,52,52,51,74,57,35,62,44,38,30,31,53
EP10_001371,898,933,1404,1301,1494,875,1312,829,1729,1012,1095,1339
EP10_001372,481,535,791,641,784,556,1021,396,694,488,633,767
EP10_001373,520,358,834,601,575,326,314,376,751,629,426,472
EP10_001374,472,433,744,747,625,467,508,470,942,557,592,583
EP10_001375,35,23,42,58,45,30,57,30,34,28,31,51
EP10_001376,2728,2752,5145,5692,4914,4604,5433,3245,6738,3651,4540,5409
EP10_001377,1940,2202,3375,4361,3254,3319,4695,2507,5185,2562,3110,4210
EP10_001378,4,5,8,7,12,8,11,11,4,5,5,13
EP10_001379,33,30,46,41,34,31,42,47,41,45,28,41
EP10_001380,16,33,17,23,11,20,21,21,21,7,6,17
EP10_001381,6,2,1,1,3,3,7,4,3,1,2,2
EP10_001382,15,20,10,21,10,12,19,11,19,13,11,15
EP10_001383,25,31,32,26,12,9,33,24,29,21,16,29
EP10_001384,13,6,13,15,7,8,16,13,13,5,4,10
EP10_001385,42,63,45,73,58,27,60,41,40,49,39,69
EP10_001386,30,34,22,45,30,20,23,19,12,13,16,26
EP10_001387,1595,1112,1875,1817,2086,2002,2001,1187,2503,888,2190,1867
EP10_001388,3358,3079,4697,4865,5054,4877,5293,3244,6263,2659,4415,4998
EP10_001389,3262,2553,3778,3340,3129,2666,2733,2618,4547,2621,2834,2778
EP10_001390,24,59,93,99,71,109,36,95,104,62,29,92
EP10_001391,732,552,874,1202,741,861,832,664,1052,566,909,769
EP10_001392,975,1032,1696,2140,1304,1845,1745,1347,2331,1138,1334,1685
EP10_001393,1012,1223,2361,2425,1826,2473,2109,1508,3034,1504,1460,2177
EP10_001394,315,270,457,533,478,494,523,314,601,339,455,510
EP10_001395,530,618,1250,1263,1108,1300,1276,754,1518,829,894,1195
EP10_001396,2097,1666,2909,2859,2760,2642,3059,1866,3405,2015,2612,2711
EP10_001397,1119,930,1473,1578,1273,1347,1451,1056,1779,962,1327,1191
EP10_001398,511,474,729,700,703,706,757,536,975,468,558,652
EP10_001399,3088,2704,4313,3899,4237,3312,4641,2982,5758,2980,3744,3574
EP10_001400,63,57,41,79,46,46,92,75,90,41,39,74
EP10_001401,970,1402,1680,2246,1659,1726,1519,1572,3351,1413,2049,2256
EP10_001402,0,0,0,0,0,0,0,0,0,0,0,0
EP10_001403,1623,1944,1393,2307,1700,1947,1799,2072,2542,1184,2400,2451
EP10_001404,935,1259,2047,1779,1665,1490,1398,1199,2277,1277,1460,1766
EP10_001405,45,37,81,51,72,45,61,31,57,38,54,63
EP10_001406,980,485,1174,851,1427,763,903,563,792,561,824,872
EP10_001407,1976,190,609,571,1611,571,495,377,407,795,823,550
EP10_001408,1963,189,760,629,1867,752,510,516,429,885,809,672
EP10_001409,2338,235,898,982,1907,887,518,698,547,1113,922,845
EP10_001410,1615,293,953,1075,1533,991,640,756,626,1201,879,1019
EP10_001411,1232,189,746,945,1370,879,473,643,581,1016,631,944
EP10_001412,1063,197,841,896,1232,926,503,573,611,1128,583,1051
EP10_001413,1798,382,1268,1700,2110,1485,918,1037,1146,2136,1030,1878
EP10_001416,3630,2296,5570,5206,4991,4525,6652,2467,4880,2264,4823,4848
EP10_001417,2764,1383,3232,2780,3850,2505,3861,1618,2478,1572,3350,2944
EP10_001418,303,150,406,351,459,328,445,183,303,209,369,394
EP10_001419,500,252,639,577,549,613,577,430,543,334,621,574
EP10_001420,425,246,526,527,383,488,436,396,426,225,429,429
EP10_001421,890,519,1321,1134,971,1239,1158,826,1150,633,1065,1136
EP10_001422,735,448,1192,937,989,1098,933,691,1029,612,833,1053
EP10_001423,400,291,778,545,603,663,623,444,684,381,596,703
EP10_001424,1962,974,2834,1810,2291,1990,2250,1475,2097,1199,2256,2178
EP10_001425,2841,2086,10528,2818,4150,2211,3056,2507,3918,2133,3213,3077
EP10_001426,620,427,767,739,759,688,666,688,1088,730,645,772
EP10_001427,556,533,577,769,601,823,568,745,825,682,475,988
EP10_001428,63,89,81,175,47,96,30,131,68,88,35,160
EP10_001429,17872,17382,24758,27706,22532,16898,19449,16509,30778,15877,16714,20528
EP10_001430,1579,1385,2382,2593,2113,1693,1762,1424,2128,1175,1355,1758
EP10_001431,5493,4289,6739,7467,5145,3505,4536,4622,6065,4182,3688,4007
EP10_001432,65,54,73,70,59,48,92,51,59,46,48,68
EP10_001433,90,70,109,95,79,70,104,80,74,78,55,88
EP10_001434,325,279,322,365,254,216,296,289,281,252,235,312
EP10_001435,2654,3696,3993,2894,4422,2596,3248,2316,4982,2354,4730,3570
EP10_001436,1947,884,1502,1186,1497,771,655,771,1092,660,871,762
EP10_001437,1520,859,1648,1120,1273,771,598,785,1006,648,715,728
EP10_001438,2560,1493,2468,1760,2346,1042,810,1133,1319,928,1184,998
EP10_001439,619,485,782,629,777,556,502,351,601,383,511,458
EP10_001440,1000,917,1912,1631,1719,1278,1544,730,1662,788,1107,1078
EP10_001441,545,565,1529,1041,1096,740,925,409,1143,551,633,687
EP10_001442,855,474,802,863,1297,915,1578,452,851,316,903,797
EP10_001443,2703,1430,2663,2792,3891,3022,5231,1388,2641,1188,2762,2559
EP10_001444,866,312,505,555,972,531,1016,324,470,266,709,709
EP10_001445,1199,644,790,886,1514,956,1440,645,807,506,1067,1238
EP10_001446,4535,3406,4165,4442,6160,4137,5986,3111,5487,3309,5275,5204
EP10_001447,2411,2062,3054,3447,4221,3763,4295,2489,4306,2467,3317,3995
EP10_001448,6410,4146,6070,6998,8096,6616,7625,4663,8043,4199,6651,7101
EP10_001449,2155,2484,2259,2548,3123,2403,3138,2152,3424,1319,3742,2419
EP10_001450,1159,926,1351,1353,2029,1328,2155,755,1727,795,1730,1619
EP10_001451,2962,1733,2714,3105,4062,2671,4384,1688,3390,1611,3295,3104
EP10_001452,1162,1344,2119,2067,2325,2000,2338,1101,2287,1132,1612,2147
EP10_001453,1020,749,1013,928,1326,518,1272,710,1150,923,1290,971
EP10_001454,1416,1581,1467,1660,1984,1509,1318,1502,2010,1623,1435,1766
EP10_001455,887,769,938,1032,1195,998,1338,674,1276,459,1160,898
EP10_001456,687,582,901,776,988,887,1191,590,1145,367,933,755
EP10_001457,744,597,775,809,1064,734,977,481,991,336,897,671
EP10_001458,1650,1954,4576,3349,2116,2546,2047,1804,10602,895,2213,1688
EP10_001459,1098,1425,2726,2208,1740,1856,1649,1369,5941,675,1438,1459
EP10_001460,3091,2189,4438,4882,4466,3831,4157,2255,4508,2713,3427,4179
EP10_001461,2416,1618,1458,2116,2496,2110,2726,1594,2467,1749,2612,2334
EP10_001462,716,819,1576,1552,1240,1248,1014,700,1550,779,997,1135
EP10_001463,758,1028,1852,1926,1399,1567,1042,879,1922,910,967,1522
EP10_001464,625,645,1033,1136,987,929,735,615,1099,643,831,991
EP10_001465,1564,1266,2128,2307,2092,1675,1491,1197,2349,1227,1564,1809
EP10_001466,1618,1262,2124,2303,2098,1846,1716,1268,2223,1204,1659,1803
EP10_001467,444,290,602,622,535,528,451,327,512,325,484,505
EP10_001468,1054,836,1495,1657,1479,1207,1191,825,1407,781,1174,1295
EP10_001469,46,177,41,154,58,182,48,139,72,111,43,284
EP10_001470,783,587,803,862,1077,814,971,504,1036,506,715,784
EP10_001471,392,342,510,529,559,589,643,353,673,358,595,556
EP10_001472,2401,1328,1741,2193,2276,1869,2099,1405,2396,1047,2030,1828
EP10_001473,1838,915,1281,1722,1643,1185,1520,1050,1592,748,1350,1161
EP10_001474,3219,1809,3047,3920,3981,3784,4049,2350,4049,1944,3311,3690
EP10_001475,144,200,290,208,344,190,289,198,416,730,278,276
EP10_001476,209,236,447,344,393,280,504,256,497,236,329,401
EP10_001477,305,180,385,378,497,180,430,84,264,147,230,213
EP10_001478,1284,950,2109,2163,2065,2076,1848,1225,2950,1173,1826,2197
EP10_001479,2892,2844,4518,4410,4221,4130,4723,2822,6191,2395,4043,4617
EP10_001480,2890,3106,5019,4716,4869,4646,5115,3031,6659,2511,4676,4785
EP10_001481,2909,3058,3194,4075,4553,6006,5557,3191,5215,2156,5000,6391
EP10_001482,14591,10609,13694,15637,15856,12906,15072,9790,16580,7859,22627,18359
EP10_001483,45,27,55,26,33,15,25,20,31,14,35,26
EP10_001484,1127,1131,1168,1555,1326,1688,1428,1264,1682,917,1246,1793
EP10_001485,138,75,73,145,151,115,105,73,105,44,103,72
EP10_001486,5326,4117,7196,9174,7409,9211,9254,4977,11051,4774,6521,8017
EP10_001487,4794,3222,6160,9316,5837,8543,6899,4902,9219,4369,5598,7169
EP10_001488,4278,2895,4067,6444,4564,5133,4437,3640,5827,3029,4144,5171
EP10_001489,715,456,713,1012,926,940,793,603,971,574,898,1034
EP10_001490,1067,466,637,1417,1446,1598,2053,680,961,645,1273,1618
EP10_001491,1723,814,1030,1870,2723,1849,3886,1119,1666,1247,2136,2431
EP10_001492,1011,1129,1262,1119,2102,1623,2106,900,1857,742,1744,1549
EP10_001493,533,397,571,703,794,763,976,448,722,325,780,864
EP10_001494,1269,1195,1177,1508,1945,1719,2423,1240,1957,858,1879,2091
EP10_001495,1163,1019,1101,1331,1475,1301,2172,1013,1565,772,1877,1637
EP10_001496,1206,720,1438,1369,1645,1263,1637,948,1977,1145,1549,1569
EP10_001497,2971,1384,3006,3506,3857,3025,3663,2016,3868,2200,3012,3237
EP10_001498,1530,1291,1598,2160,1762,1720,1730,1623,2306,1222,1880,1791
EP10_001499,2202,2176,2467,3006,2719,2780,2696,2596,3815,2012,2558,2879
EP10_001500,1100,663,714,1079,1064,970,1096,924,1137,608,1065,1035
EP10_001501,925,646,799,1124,1070,1253,1301,1004,1382,828,1280,1249
EP10_001502,1158,755,941,1319,1117,1274,1405,903,1511,806,1302,1203
EP10_001503,24,18,13,17,12,7,16,22,11,18,12,12
EP10_001504,568,256,423,546,708,504,688,297,556,298,601,599
EP10_001505,288,85,116,208,232,167,268,119,163,93,236,196
EP10_001506,1052,578,907,1189,1406,1184,1723,677,1146,565,1395,1268
EP10_001507,6569,5125,5281,7614,10626,7501,15815,5367,10438,3993,9876,10533
EP10_001508,9494,8740,9678,12485,18474,13713,28686,8901,18365,7237,17553,18444
EP10_001509,7250,5170,5035,8014,10252,5910,15249,5257,8992,3249,11826,7978
EP10_001510,172,124,254,218,234,253,344,141,215,145,191,272
EP10_001511,4475,2424,5714,5463,5837,3869,5602,2754,5376,2995,4950,4469
EP10_001512,551,461,955,841,1054,808,1067,496,1054,590,848,911
EP10_001513,1120,1040,1743,1767,1782,2045,1979,1166,2040,1065,1542,1979
EP10_001514,3287,2590,4156,3998,4994,3782,6848,2301,5587,2333,4848,4541
EP10_001515,792,351,566,578,797,531,972,422,673,338,792,605
EP10_001516,1547,827,1264,1495,1835,1441,1993,982,1477,794,1470,1568
EP10_001517,1051,579,1073,1143,1330,1196,1522,710,1198,576,1093,1243
EP10_001518,838,449,906,1029,1081,1015,1172,587,943,480,935,945
EP10_001519,711,368,794,886,769,892,1093,540,917,440,776,827
EP10_001520,2963,2440,4143,4353,5141,3317,4896,2526,4457,2504,3989,4198
EP10_001521,164,100,158,167,239,177,259,107,142,74,178,192
EP10_001522,333,214,375,358,472,357,577,234,393,230,453,459
EP10_001523,369,250,399,599,376,478,527,358,558,250,446,490
EP10_001524,868,1147,1401,1698,1083,1348,1546,1037,2073,842,1569,1456
EP10_001525,3186,2329,3968,4078,4692,2741,3889,2418,4673,2515,3533,3709
EP10_001526,26,27,27,35,26,10,22,19,21,26,18,25
EP10_001527,552,363,352,489,589,371,498,474,469,375,472,573
EP10_001528,556,134,181,143,422,76,254,200,612,251,291,150
EP10_001529,318,154,136,140,376,99,327,85,169,109,386,279
EP10_001530,3871,122,265,205,2182,310,442,223,1110,164,1292,197
EP10_001531,6655,143,458,316,4193,510,889,270,2140,337,2220,344
EP10_001532,2367,41,157,88,1322,150,259,93,615,116,719,87
EP10_001533,449,13,40,24,363,54,86,23,236,59,213,43
EP10_001534,36,46,43,131,39,87,62,48,50,46,61,89
EP10_001535,36,27,31,84,32,65,76,32,46,41,43,60
EP10_001536,230,322,202,632,238,408,414,342,539,310,434,484
EP10_001537,248,216,188,243,288,190,398,301,558,215,335,289
EP10_001538,1937,2077,3767,3682,3079,2234,2309,1961,3498,2196,2007,2518
EP10_001539,7773,3264,6633,8189,10290,6669,10964,4972,7745,9498,11315,9256
EP10_001540,433,366,479,556,614,393,528,330,593,329,436,529
EP10_001541,6,10,7,17,12,4,7,6,5,7,5,5
EP10_001542,33,36,78,50,58,46,66,33,53,36,46,55
EP10_001543,31,34,50,82,57,86,69,28,52,38,30,80
EP10_001544,277,123,299,452,349,327,276,134,289,148,242,249
EP10_001545,370,254,662,854,629,654,544,263,608,326,410,534
EP10_001546,0,0,0,0,0,0,0,0,0,0,0,0
EP10_001547,162,134,206,108,147,109,69,179,219,295,123,108
EP10_001548,44,51,60,60,45,24,47,35,51,29,27,60
EP10_001549,726,895,2719,1537,1948,875,1166,605,2025,1163,1372,1228
EP10_001550,2425,2936,3593,5262,4065,4911,5148,2651,4922,2506,5000,5419
EP10_001551,606,101,120,127,245,63,62,68,199,245,143,115
EP10_001552,431,68,107,69,133,41,22,34,113,131,87,44
EP10_001553,8,9,13,6,10,4,7,3,3,5,4,7
EP10_001554,36,25,24,52,49,31,68,24,39,31,38,51
EP10_001555,159,191,184,174,267,155,305,169,205,107,275,243
EP10_001556,0,0,0,0,0,0,0,0,0,0,0,0
EP10_001557,94,129,224,201,234,160,230,139,215,136,190,229
EP10_001558,15,11,10,15,15,13,18,10,9,6,16,15
EP10_001559,2013,2194,1393,2920,1419,2114,1695,1505,2880,1119,2225,2068
EP10_001560,797,1179,678,1358,659,1514,794,719,1224,662,877,1256
EP10_001561,1178,1264,592,1422,586,1062,656,707,970,471,926,905
EP10_001562,750,922,477,1165,638,1078,682,556,962,470,714,1003
EP10_001563,28,76,55,72,46,78,52,77,82,58,65,114
EP10_001564,96,79,294,195,247,142,146,62,109,54,116,117
EP10_001565,2225,2017,4446,3922,3581,2632,3269,1750,4663,2204,2605,2892
EP10_001566,1878,1953,3061,3034,2180,1941,625,4031,2139,4173,1206,2469
EP10_001567,1003,1148,1652,1736,1165,1237,352,2225,1095,2098,585,1514
EP10_001568,1278,1649,1394,1958,922,1201,260,2467,851,1681,489,1517
EP10_001569,91,100,213,229,124,215,182,103,227,128,141,192
EP10_001570,1092,1072,2771,2378,1822,1500,1572,978,2315,1088,1180,1589
EP10_001571,441,436,1248,1008,765,645,708,376,1024,521,614,660
EP10_001572,537,531,1467,1151,1001,786,748,465,1186,624,634,814
EP10_001573,702,757,1641,1507,1156,951,925,594,1403,618,836,959
EP10_001574,13,8,23,27,21,8,17,17,16,17,15,27
EP10_001575,22,18,18,17,20,13,21,14,6,13,12,15
EP10_001576,53,46,94,78,69,63,58,29,53,32,48,63
